freq,length,fragment
1,7,maybe + RB:HD*maybe + ADVP:ADJ*RB:HD + NP.1*ADVP:ADJ*NP:HD*NP:ADJ + Wednesday + NP:HD*Wednesday + NP.2*ADVP:ADJ*NP:HD*NP:ADJ + evening
1,5,get + VB:HD*get + VP:COMP*VB:HD + S*NP:SBJ*MD:HD*VP:COMP + TOP.1*S*DTP + a
1,9,NP.2*NN:HD*ADVP:ADJ*S:ADJ? + if + IN*if + CMP-WH:MRK*IN + S:ADJ?.1*CMP-WH:MRK*NP:SBJ*VBP:HD + you + PP:HD*you + NP:SBJ*PP:HD + S:ADJ?.2*CMP-WH:MRK*NP:SBJ*VBP:HD + prefer
1,6,ADVP:ADJ*RB:HD + VP:COMP.3*VB:HD*PP:COMP*ADVP:ADJ*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + VP:COMP*VB:HD*PP:COMP*ADVP:ADJ*ADVP:ADJ + attach
1,7,can + MD:HD*can + S.1*MD:HD*NP:SBJ*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*MD:HD*NP:SBJ*VP:COMP + take
1,12,do + VB:HD*do + VP:COMP.1*VB:HD*NP:COMP + that + DT*that + DT-DM:HD*DT + DTP:SPR*DT-DM:HD + NP:COMP.1*DTP:SPR*NN:HD + one + NN:HD*one + NP:COMP*DTP:SPR*NN:HD + VP:COMP*VB:HD*NP:COMP + attach
1,7,"Thursday + NP:HD*Thursday + NP:SBJ.1*NP:HD*NP:ADJ + afternoon + NN:HD*afternoon + NP:ADJ*NN:HD + NP:SBJ*NP:HD*NP:ADJ + S*NP:SBJ*,:PAR*VBZ:HD*AP:COMP_1"
1,7,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + might + MD:HD*might + S.2*NP:SBJ*MD:HD*VP:COMP + want
1,8,take + VB:HD*take + VP:COMP.1*VB:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + noon
1,13,S*NP:SBJ*VBZ:HD + TOP.2*NP*S*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + attach
1,7,flight + NN*flight + N:HD.1*NN*NN:HD + information + NN:HD*information + N:HD*NN*NN:HD + NP:COMP*N:HD + attach
1,13,there + EX:HD*there + NP:SBJ*EX:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + three + CD:HD*three + AP:ADJ*CD:HD + NP:COMP.1*AP:ADJ*NNS:HD + hotels + NNS:HD*hotels + attach
1,12,AP.1*JJ:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + meet + VB:HD*meet + VP:COMP.1*VB:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + VP:COMP*VB:HD*NP:COMP + VP:COMP*TO:HD*VP:COMP + attach
1,17,START.1 + six + CD*six + CNUM:HD*CD + NP.1*CNUM:HD*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + evening + NN:HD*evening + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,8,if + IN*if + CMP-WH:MRK*IN + S.1*CMP-WH:MRK*NP:SBJ*VBP:HD*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*CMP-WH:MRK*NP:SBJ*VBP:HD*VP:COMP + are
1,6,START.1 + not + RB:ADJ*not + AP.1*RB:ADJ*JJ:HD + much + JJ:HD*much + attach
1,4,ONUM:HD*ONUM*CNJ*ONUM + NP*DTP:SPR*ONUM:HD + TOP.1*NP*UH + yeah + UH*yeah_1
1,13,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD + very
1,8,"swimming + NN*swimming + N:HD.1*NN*NN:HD + pool + NN:HD*pool + N:HD*NN*NN:HD + NP*N:HD + NP.1*NP*,:PAR*NP + ,"
1,5,which + WDT*which + DT-WH:HD*WDT + DTP:SPR*DT-WH:HD + NP.1*DTP:SPR*NN:HD + car
1,4,"S.4*ADVP:ADJ*S:PAR*,:PAR*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.5*ADVP:ADJ*S:PAR*,:PAR*NP:SBJ*VBZ:HD*AP:COMP + no"
1,5,VP:COMP.1*VB:HD*PP:ADJ + in + IN:HD*in + PP:ADJ*IN:HD + VP:COMP*VB:HD*PP:ADJ + attach
1,12,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*VP:COMP + do + VBP:HD*do + S.2*NP:SBJ*VBP:HD*VP:COMP + have + VB:HD*have + VP:COMP*VB:HD + S*NP:SBJ*VBP:HD*VP:COMP + TOP.1*S*UH + yeah
1,6,"after + IN:HD*after + PP.1*IN:HD*,:PAR*NP:COMP + , + ,:PAR*, + PP.2*IN:HD*,:PAR*NP:COMP + three"
1,4,to + IN:HD*to + PP:ADJ.1*IN:HD*NP:COMP + three + CD:HD*three_1
1,7,VB:HD*extend + VP.1*VB:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + trip
1,13,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + could + MD:HD*could + S.3*ADVP:ADJ*NP:SBJ*MD:HD*VP:COMP + take + VB:HD*take + VP:COMP*VB:HD_1
1,12,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + only + RB:HD*only + ADVP:ADJ*RB:HD + AP:ADJ.1*ADVP:ADJ*CD:HD + seven
1,11,so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD*NP:COMP*RB:ADJ*VP:COMP + let + VBP:HD*let + S.2*ADVP:ADJ*VBP:HD*NP:COMP*RB:ADJ*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.3*ADVP:ADJ*VBP:HD*NP:COMP*RB:ADJ*VP:COMP + not
1,12,START.1 + wait + VBP:HD*wait + S.1*VBP:HD*NP:ADJ + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:ADJ.1*DTP:SPR*NN:HD + minute + NN:HD*minute + NP:ADJ*DTP:SPR*NN:HD + attach
1,7,START.1 + good + JJ:HD*good + AP:ADJ*JJ:HD + NP.1*AP:ADJ*NN:HD + question + NN:HD*question + attach
1,7,they + PP:HD*they + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*ADVP:ADJ*VP:COMP + have + VBP:HD*have + S.2*NP:SBJ*VBP:HD*ADVP:ADJ*VP:COMP + first
1,9,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*AP:ADJ*NN:HD*PP:ADJ + same + JJ:HD*same + AP:ADJ*JJ:HD + NP.2*DTP:SPR*AP:ADJ*NN:HD*PP:ADJ + thing
1,9,that + WP*that + PR-R:HD*WP + NP:FLR*PR-R:HD + S:ADJ.1*NP:FLR*NP:SBJ*VBD:HD + you + PP:HD*you + NP:SBJ*PP:HD + S:ADJ.2*NP:FLR*NP:SBJ*VBD:HD + mentioned
1,5,SUGG.1*WRB*RB*NP:COMP + about + RB*about + SUGG.2*WRB*RB*NP:COMP + hotel + NN:HD*hotel_1
1,17,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + see + VB:HD*see + VP:COMP.1*VB:HD*NP:COMP*PP:ADJ + you + PP:HD*you + NP:COMP*PP:HD + VP:COMP.2*VB:HD*NP:COMP*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + December
1,4,Sunday + NP:HD*Sunday + NP:COMP*NP:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,9,night + NN:HD*night + NP:ADJ*NN:HD + NP*NP:HD*NP:ADJ + NP:ADJ.1*NP*CNJ*NP + or + CC*or + CNJ*CC + NP:ADJ.2*NP*CNJ*NP + Saturday
1,4,NP:ADJ.2*DTP:SPR*AP:ADJ*NNS:HD + weeks + NNS:HD*weeks + NP:ADJ*DTP:SPR*AP:ADJ*NNS:HD + attach
1,14,VP:COMP.1*VB:HD*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + morning + NN:HD*morning + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
1,6,NP*PP:HD + TOP.2*UH*NP*S + it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds
1,11,sure + UH*sure + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*PP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*PP:COMP + like
1,4,NP:COMP.1*AP:ADJ*NNS:HD*ADVP:ADJ + hours + NNS:HD*hours + NP:COMP.2*AP:ADJ*NNS:HD*ADVP:ADJ + ahead
1,8,ADVP.1*RB:HD*PP:COMP + as + IN:HD*as + PP:COMP.1*IN:HD*AP:COMP + possible + JJ:HD*possible + AP:COMP*JJ:HD + PP:COMP*IN:HD*AP:COMP + attach
1,4,just + RB:HD*just + ADVP:ADJ*RB:HD + NP.1*ADVP:ADJ*AP:ADJ*NN:HD*PP:ADJ + first
1,7,okay + UH*okay + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP + have
1,4,still + RB:HD*still + ADVP:ADJ*RB:HD + S.2*NP:SBJ*ADVP:ADJ*VBZ:HD*NP:COMP + has
1,6,should + MD:HD*should + S:COMP.2*NP:SBJ*MD:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + entertaining
1,4,they + PP:HD*they + NP:SBJ*PP:HD + S.3*CMP-WH:MRK*S:PAR*NP:SBJ*VBP:HD*ADVP:COMP + are
1,6,NP.1*RB:ADJ*DTP:SPR*NN:HD*PP:ADJ + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.2*RB:ADJ*DTP:SPR*NN:HD*PP:ADJ + problem
1,4,you + PP:HD*you + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*VP:COMP + haven't
1,11,we + PP:HD*we + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP + have + VBP:HD*have + S.2*NP:SBJ*VBP:HD*NP:COMP + our + PP$:HD*our + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*FW:HD + vino
1,7,okay + UH*okay + TOP.1*UH*VP + and + CC*and + CNJ*CC + VP.1*CNJ*VP + returning
1,4,NP.2*DTP:SPR*NP*NP:ADJ + Hanover + NP*Hanover + NP:ADJ*NP + attach
1,6,"say + VB*say + SUGG.1*VB*PP:COMP + at + IN:HD*at + PP:COMP.1*IN:HD*NP:PAR*,:PAR*NP:COMP + eleven"
1,4,or + CC*or + CNJ*CC + NP.1*CNJ*NP + late
1,11,we + PP:HD*we + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + probably + RB:HD*probably + ADVP:ADJ*RB:HD + S.3*NP:SBJ*MD:HD*ADVP:ADJ*VP:COMP + need
1,11,"Monday + NP:HD*Monday + NP.1*NP:HD*,:PAR*NP:COMP + , + ,:PAR*, + NP.2*NP:HD*,:PAR*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD*PP:COMP + thirteenth"
1,15,let + VBP:HD*let + S.1*VBP:HD*NP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S*VBP:HD*NP:COMP + TOP.1*S*S + let + VBP:HD*let + S.1*VBP:HD*NP:COMP*ADVP:ADJ*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*ADVP:ADJ*VP:COMP + just
1,7,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*VP:COMP + am + VBP:HD*am + S.2*NP:SBJ*VBP:HD*VP:COMP + working
1,4,S.3*NP:SBJ*VBZ:HD*ADVP:ADJ*AP:COMP + bad + JJ:HD*bad + AP:COMP*JJ:HD + attach
1,8,one + CD*one + CNUM:HD.1*CD*CD + thirty + CD*thirty + CNUM:HD*CD*CD + NP:SBJ*CNUM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds
1,4,about + RB:HD*about + ADVP:ADJ*RB:HD + NP:COMP.1*ADVP:ADJ*CNUM:HD + eleven
1,11,"I + PP:HD*I + NP:SBJ*PP:HD + S.3*ADVP:ADJ*,:PAR*NP:SBJ*VBP:HD*S:COMP + think + VBP:HD*think + S.4*ADVP:ADJ*,:PAR*NP:SBJ*VBP:HD*S:COMP + we + PP:HD*we + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*MD:HD + should"
1,11,is + VBZ:HD*is + S.1*VBZ:HD*NP:SBJ*AP:COMP*PP:ADJ + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.2*VBZ:HD*NP:SBJ*AP:COMP*PP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + attach
1,5,Wednesday + NP:HD*Wednesday + NP:COMP*NP:HD + PP:ADJ*IN:HD*NP:COMP + VP*VB:HD*RP*NP:ADJ*PP:ADJ + attach
1,8,which + WP*which + PR-R:HD*WP + NP:SBR*PR-R:HD + S.1*NP:SBR*MD:HD*VP:COMP + would + MD:HD*would + S.2*NP:SBR*MD:HD*VP:COMP + give
1,4,NP.1*CNUM:HD*PP:ADJ + to + IN:HD*to + PP:ADJ.1*IN:HD*NP:COMP + seven
1,7,is + VBZ:HD*is + S.1*VBZ:HD*NP:SBJ*VP:COMP + she + PP:HD*she + NP:SBJ*PP:HD + S.2*VBZ:HD*NP:SBJ*VP:COMP + going
1,10,NP:SBJ*DTP:SPR*AP:ADJ*NN:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + pretty + RB*pretty + DG:HD*RB + DGP:SPR*DG:HD + AP:COMP.1*DGP:SPR*JJ:HD + appealing
1,4,TOP.1*S*NP + some + DT*some + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD_1
1,7,leave + VB:HD*leave + VP:COMP.1*VB:HD*ADVP:ADJ + early + RB:HD*early + ADVP:ADJ*RB:HD + VP:COMP*VB:HD*ADVP:ADJ + attach
1,7,"or + CC*or + CNJ*CC + PP.1*CNJ*,:PAR*PP + , + ,:PAR*, + PP.2*CNJ*,:PAR*PP + in"
1,15,on + IN:HD*on + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + fourth + JJ*fourth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + VP:COMP*TO:HD*VP:COMP + attach
1,19,or + CC*or + CNJ*CC + S.1*CNJ*S + do + VBP:HD*do + S.1*VBP:HD*NP:SBJ*VP:COMP + you + PP:HD*you + NP:SBJ*PP:HD + S.2*VBP:HD*NP:SBJ*VP:COMP + want + VB:HD*want + VP:COMP.1*VB:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + leave + VB:HD*leave + VP:COMP*VB:HD*PP:ADJ_1
1,7,time + NN*time + N:HD.1*NN*NN:HD + difference + NN:HD*difference + N:HD*NN*NN:HD + NP:SBJ*DTP:SPR*N:HD + S*NP:SBJ*VBZ:HD*NP:COMP_1
1,11,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*S:COMP + mean + VBP:HD*mean + S.2*NP:SBJ*VBP:HD*S:COMP + it + PP:HD*it + NP:SBJ*PP:HD + S:COMP.1*NP:SBJ*VBZ:HD*RB:ADJ*VP:COMP + does
1,11,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD*PP:ADJ + twenty + CD*twenty + ONUM:HD.1*CD*JJ + seventh + JJ*seventh + ONUM:HD*CD*JJ + attach
1,14,Saturday + NP:HD*Saturday + NP:SBJ.1*NP:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + fourth + JJ*fourth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + NP:SBJ*NP:HD*NP:COMP + S.1*NP:SBJ*MD:HD*VP:COMP + will
1,11,any + DT*any + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:SBJ.1*DTP:SPR*NN:HD*PP:ADJ + time + NN:HD*time + NP:SBJ.2*DTP:SPR*NN:HD*PP:ADJ + after + IN:HD*after + PP:ADJ.1*IN:HD*ADVP:COMP + then
1,19,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*NP:COMP*PP:ADJ + have + VBP:HD*have + S.2*NP:SBJ*VBP:HD*NP:COMP*PP:ADJ + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*N:HD + chiropractor + NN*chiropractor + N:HD.1*NN*NN:HD + appointment + NN:HD*appointment + N:HD*NN*NN:HD + NP:COMP*DTP:SPR*N:HD + attach
1,17,ONUM.1*CD*JJ + seventh + JJ*seventh + ONUM*CD*JJ + ONUM:HD.1*ONUM*CNJ*ONUM + or + CC*or + CNJ*CC + ONUM:HD.2*ONUM*CNJ*ONUM + twenty + CD*twenty + ONUM.1*CD*JJ + eighth + JJ*eighth + ONUM*CD*JJ + ONUM:HD*ONUM*CNJ*ONUM + NP:COMP*DTP:SPR*ONUM:HD + attach
1,16,NP:COMP.1*CNUM:HD*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + morning + NN:HD*morning + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + NP:COMP*CNUM:HD*PP:ADJ + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
1,4,two + CD:HD*two + AP:ADJ*CD:HD + NP.1*AP:ADJ*NN:HD + day
1,5,which + WP*which + PR-WH:HD*WP + NP:FLQ*PR-WH:HD + S.1*NP:FLQ*VBP:HD*NP:SBJ*VP:COMP + do
1,4,Wednesday + NP:HD*Wednesday + NP*NP:HD + TOP.1*NP*UH + okay
1,10,yeah + UH*yeah + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*S:COMP + mean + VBP:HD*mean + S.2*NP:SBJ*VBP:HD*S:COMP + I
1,15,"so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*,:PAR*NP:SBJ*MD:HD*VP:COMP + , + ,:PAR*, + S.2*ADVP:ADJ*,:PAR*NP:SBJ*MD:HD*VP:COMP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.3*ADVP:ADJ*,:PAR*NP:SBJ*MD:HD*VP:COMP + won't + MD:HD*won't + S.4*ADVP:ADJ*,:PAR*NP:SBJ*MD:HD*VP:COMP + be"
1,5,NP:SPR*NP*CNJ*NP + NP:COMP.1*NP:SPR*NNS:HD + hours + NNS:HD*hours + NP:COMP*NP:SPR*NNS:HD + attach
1,4,we + PP:HD*we + NP:SBJ*PP:HD + S.2*ADVP:ADJ*NP:SBJ*VBP:HD + work
1,5,this + DT*this + DT-DM:HD*DT + DTP:SPR*DT-DM:HD + NP:COMP.1*DTP:SPR*NN:HD + situation
1,15,how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + does + VBZ:HD*does + S.2*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.3*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + work + VB:HD*work + VP:COMP*VB:HD_1
1,9,"NP.1*CNJ*,:PAR*NP + , + ,:PAR*, + NP.2*CNJ*,:PAR*NP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*NN:HD*S:ADJ? + food"
1,15,I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*PP:COMP*NP:ADJ + am + VBP:HD*am + S.2*NP:SBJ*VBP:HD*PP:COMP*NP:ADJ + on + IN:HD*on + PP:COMP.1*IN:HD*NP:COMP + vacation + NN:HD*vacation + NP:COMP*NN:HD + PP:COMP*IN:HD*NP:COMP + S.3*NP:SBJ*VBP:HD*PP:COMP*NP:ADJ + those
1,19,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ*ADVP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ*ADVP:ADJ + good + JJ:HD*good + AP:COMP*JJ:HD + S.3*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ*ADVP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
1,4,NP*ONUM:HD + TOP.1*NP*AP + sorry + JJ:HD*sorry + AP*JJ:HD_1
1,8,"S.4*NP:SBJ*VBZ:HD*,:PAR*AP:COMP*PP:COMP + to + IN:HD*to + PP:COMP.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:COMP*IN:HD*NP:COMP + attach"
1,4,S.4*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ*ADVP:ADJ + actually + RB:HD*actually + ADVP:ADJ*RB:HD + attach
1,4,free + JJ:HD*free + AP:COMP*JJ:HD + VP:COMP.2*VB:HD*AP:COMP*NP:ADJ + that
1,19,"how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*NP:SBJ*PP:ADJ + is + VBZ:HD*is + S.2*ADVP:FLQ*VBZ:HD*NP:SBJ*PP:ADJ + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:SBJ.1*DTP:SPR*,:PAR*ONUM:HD + , + ,:PAR*, + NP:SBJ.2*DTP:SPR*,:PAR*ONUM:HD + twenty + CD*twenty + ONUM:HD.1*CD*JJ + first"
1,10,three + CD*three + CNUM:HD*CD + NP:ADJ.1*CNUM:HD*PP:ADJ + to + IN:HD*to + PP:ADJ.1*IN:HD*NP:COMP + five + CD*five + CNUM:HD*CD + NP:COMP*CNUM:HD*RB:ADJ_1
1,16,where + WRB*where + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP*S:ADJ? + should + MD:HD*should + S.2*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP*S:ADJ? + we + PP:HD*we + NP:SBJ*PP:HD + S.3*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP*S:ADJ? + stay + VB:HD*stay + VP:COMP*VB:HD + S.4*ADVP:FLQ*MD:HD*NP:SBJ*VP:COMP*S:ADJ? + when
1,4,lately + RB:HD*lately + ADVP:ADJ*RB:HD + VP:COMP*V-PRP:HD*ADVP:ADJ + attach
1,8,that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP + better
1,7,some + DT*some + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP.1*DTP:SPR*NN:HD + time + NN:HD*time + attach
1,11,"how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*UH:PAR*NP:SBJ*PP:ADJ + is + VBZ:HD*is + S.2*ADVP:FLQ*VBZ:HD*UH:PAR*NP:SBJ*PP:ADJ + ""ah + UH:PAR*""ah + S.3*ADVP:FLQ*VBZ:HD*UH:PAR*NP:SBJ*PP:ADJ + that"
1,9,sounds + VBZ:PAR*sounds + S.2*NP:SBJ*VBZ:PAR*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.3*NP:SBJ*VBZ:PAR*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach
1,7,", + ,:PAR*, + NP:COMP.2*DTP:SPR*,:PAR*ONUM:HD + third + JJ*third + ONUM:HD*JJ + NP:COMP*DTP:SPR*,:PAR*ONUM:HD + attach"
1,5,NP:SBJ.1*NP*CNJ*NP + and + CC*and + CNJ*CC + NP:SBJ.2*NP*CNJ*NP + three
1,4,--*VBG*JJ + V-PRP:HD*-- + VP.1*V-PRP:HD*VP:COMP + to + TO:HD*to_1
1,4,considering + VBG*considering + V-PRP:HD*VBG + VP.1*V-PRP:HD*S:COMP + I
1,7,alright + UH*alright + TOP.1*UH*S + so + RB:HD*so + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD*NP:COMP*VP:COMP + let
1,4,S.2*ADVP:ADJ*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.3*ADVP:ADJ*NP:SBJ*VBZ:HD*AP:COMP + real
1,8,or + CC*or + CNJ*CC + TOP.1*CNJ*S + or + CC*or + CNJ*CC + S.1*CNJ*S + is
1,8,Thursday + NP:HD*Thursday + NP:ADJ*NP:HD + S.1*NP:ADJ*NP:SBJ*VBP:HD*NP:COMP + I + PP:HD*I + NP:SBJ*PP:HD + S.2*NP:ADJ*NP:SBJ*VBP:HD*NP:COMP + have
1,4,it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*MD:HD*VP:COMP + may
1,4,"NP:COMP.2*NP:HD*NP:PAR*,:PAR*NP:COMP + , + ,:PAR*, + NP:COMP.3*NP:HD*NP:PAR*,:PAR*NP:COMP + December"
1,4,"VP.4*VBZ:HD*AP:COMP*PP:COMP*,:PAR*ADVP:ADJ + too + RB:HD*too + ADVP:ADJ*RB:HD + attach"
